"Numer dokumentu";"Data złożenia";"Data zamknięcia";"Student";"Tryb studiów";"Typ studiów";"Język wykładowy";"Kierunek";"Status";"Rodzaj wniosku";"Osoba przyjmująca";"Osoba przypisana";"Słowo regulamin w uzasadnieniu";"Słowo formaln w uzasadnieniu";"Słowo postęp w uzasadnieniu";"Złożone odwołanie";"Liczba załączników";"Liczba zmian statusu";"Semestr rejestracji";"Semestr aktualny";"Semestr studiow";"Brakujace ECTS";"ECTS uznane w bieżącym semstrze";"Suma zdobytych ECTS";"Niezaliczone z sem 1";"Niezaliczone z sem 2";"Niezaliczone z sem 3";"Niezaliczone z sem 4";"Niezaliczone z sem 5";"Niezaliczone z sem 6";"Liczba brakujacych przedmiotow";"Brakujace przedmioty";"Opłata za niezaliczone przedmioty";"Liczba prac dyplomowych";"Informacje o pracach dyplomowych";"Stopień zaawansowania pracy";"Słowo rodzin lub famil w uzasadnieniu";"Słowo zdrow lub health w uzasadnieniu";"Słowo bardzo proszę w uzasadnieniu";"Słowo losow w uzasadnieniu";"Słowo prac lub work w uzasadnieniu";"Słowo obiecuję lub promise w uzasadnieniu";"Słowo zobowiązuję w uzasadnieniu"
3823;"4.09.2018 20:22";"5.09.2018 08:34";"K29hHpQZpTvjiSpxYeSUA";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika  Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;6;"null";"2018L";3;17;13;73;0;0;1;0;0;0;0;;0;2;"[dr inż. Kamil Kubiak,ZTS,Technika  Świetlna i Multimedialna],[dr inż. Sebastian Słomiński,ZTS,Technika  Świetlna i Multimedialna]";"90%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3778;"3.09.2018 15:43";"4.09.2018 15:42";"nK9jPRnjQYK7LAAb1LcZAA";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;8;"null";"2018L";3;19;13;71;0;0;1;0;0;0;0;;0;1;"[dr inż. Żaneta Świderska-Chadaj,ZETiIS,Inżynieria Oprogramowania]";"50%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4388;"18.09.2018 22:13";"18.09.2018 23:34";"81LC37pocnpermk50yKlHw";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;4;"null";"2018L";8;36;18;178;0;0;1;5;2;2;8;"SJONSTJEZ1,1ZE1417,1ZE1420,1ZE1418,1ZE1527,1ZE1510,1ZE1506,SJONSTJEZ4";930;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3817;"4.09.2018 17:44";"2.10.2018 08:53";"8C7ySQqYBVGXv15ndvdyg";"D";"I";"PL";"Model 2,I,D,PL,7 - Inżynieria  Oprogramowania";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;8;"null";"2018L";6;0;33;184;0;0;2;2;2;1;3;"1DI1308,1DW1301,1DI1610";680;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4371;"18.09.2018 19:35";"18.09.2018 23:37";"wOHWoFKPXBRh6obIE8TcQ";"Z";"I";"PL";"Model 2,I,Z,PL,8 - Elektrotechnika";"Zamknięty - decyzja negatywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"YES";0;12;"null";"2018L";2;16;10;34;0;3;0;0;0;0;3;"1ZE1213,1ZE1215,1ZE1222";690;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3821;"5.09.2018 12:24";"14.09.2018 14:20";"tEfVPfqgFXgZcXtbdK1eig";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"YES";"NO";"NO";"NO";0;6;"null";"2018L";8;8;3;236;0;0;0;0;0;0;0;;0;1;"[dr inż. Rafał Krupiński,ZTS,Electrical Engineering]";"60%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4670;"26.09.2018 08:40";"26.09.2018 11:12";"XmWVyVHLmIsjxOz5PH3Bwg";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";1;5;"2018Z";"2018Z";3;26;0;64;0;0;2;0;0;0;0;;0;2;"[dr inż. Rafał Łopatka,ZS,Inżynieria Oprogramowania],[prof. nzw. dr hab. inż. Marcin Iwanowski,ZS,Inżynieria Oprogramowania]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4784;"4.10.2018 11:32";"4.10.2018 12:25";"WwUh8o2DC4DMoreBsOX5uw";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";0;5;"2018Z";"2018Z";1;0;154;154;0;0;0;0;0;0;0;;0;1;"[dr inż. Łukasz Makowski,ZSIP,Elektrotechnika]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4672;"26.09.2018 09:49";"26.09.2018 11:16";"Yk5fgj0JfCiZAFqOX0aRkg";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;3;"2018L";"2018Z";4;60;0;60;0;0;6;8;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4668;"26.09.2018 02:06";"26.09.2018 12:06";"nzTJUFbnMYIuDn25CBizWA";"D";"M";"EN";"Model 2,M,D,EN,3 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";3;6;"2018Z";"2018Z";3;20;0;70;0;0;1;0;0;0;0;;0;2;"[dr inż. Marcin Wesołowski,ZTS,Electrical Engineering],[dr inż. Marcin Wesołowski,ZTS,Electrical Engineering]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4413;"19.09.2018 07:52";"19.09.2018 08:09";"5ovV387D0FSs3HzP8Owng";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;6;"null";"2018L";3;0;0;90;0;0;0;0;0;0;0;;0;2;"[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka],[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4333;"18.09.2018 11:01";"19.09.2018 08:13";"UzsCVvAQhj0XqEdS893A";"D";"I";"PL";"Model 2,I,D,PL,7 - Wytwarzanie i użytkowanie energii elektrycznej";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"U30IXCvggk3K9wSqIuKRFw";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";0;6;"null";"2018L";6;2;32;178;0;0;0;0;1;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5776;"5.11.2018 12:47";"5.11.2018 14:36";"hqYzqIgqH7uWEtwiW6Q";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Potwierdzenie opłaty";"U30IXCvggk3K9wSqIuKRFw";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";1;7;"2018Z";"2018Z";5;41;0;109;0;0;2;0;15;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3824;"4.09.2018 20:32";"5.09.2018 08:34";"iHGY4zNToORP0J3RqVBBjA";"D";"M";"PL";"Model 2,M,D,PL,3 - Technika  Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;6;"null";"2018L";3;17;13;73;0;0;1;0;0;0;0;;0;2;"[dr inż. Andrzej Wiśniewski,ZTS,Technika  Świetlna i Multimedialna],[dr inż. Rafał Krupiński,ZTS,Technika  Świetlna i Multimedialna]";"80%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4414;"19.09.2018 08:32";"19.09.2018 08:44";"5Iap4pPSPlqhYkynEWgciw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;4;"null";"2018L";3;0;0;90;0;0;0;0;0;0;0;;0;2;"[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka],[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4251;"17.09.2018 10:49";"19.09.2018 14:03";"w00lw2xHjtsQJblQ3Oqqg";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"YES";0;10;"null";"2018L";8;84;3;160;0;0;3;5;2;5;20;"1DA1307,1DA1305,1DA1301,1DA1405,1DA1409,1DA1410,1DA1401,1DA1505,1DA1507,1DA1602,1DA1619,1DA1510,1DA1613,1DA1615,1DA1704,1DA1714,1DA1801,1DA1715,1DA1622,1DA1609";4507;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3792;"3.09.2018 21:35";"5.09.2018 09:10";"rHvuaN57EbkOsStkED1eQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"YES";"NO";"NO";"NO";0;6;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;1;"[dr inż. Michał Borecki,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";"50%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4412;"19.09.2018 07:39";"19.09.2018 07:44";"Z9uuOgdmvkMzTxewiKAXlg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektroenergetyka";"Zamknięty - odrzucony formalnie";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"ZRZOnmXcfa9Tlr9XY1AxQ";"NO";"NO";"NO";"NO";0;4;"null";"2018L";6;28;5;152;0;1;3;1;7;3;13;"1DE1201,1DE1302,1DE1301,1DE1305,1DE1408,1DE1501,1DE1515,1DE1517,1DE1505,1ZE1767,1DE1645,1DE1638,1DE1639";1890;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3853;"5.09.2018 13:41";"6.09.2018 08:55";"sLRbuXtkbT0wHzgU81sLKQ";"D";"M";"PL";"Model 2,M,D,PL,3 - Inżynieria  Oprogramowania";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"UxFYRj8nA8e4KeQCrN2hA";"NO";"NO";"NO";"NO";0;6;"null";"2018L";3;21;15;69;0;1;2;0;0;0;2;"1DI1302,1DW2301";380;2;"[mgr inż. Monika Jakubowska,ZNE,Inżynieria Oprogramowania],[dr inż. Włodzimierz Dąbrowski,ZS,Inżynieria Oprogramowania]";;"NIE";"TAK";"NIE";"NIE";"TAK";"NIE";"NIE"
3839;"5.09.2018 10:08";"5.09.2018 12:48";"5ovV387D0FSs3HzP8Owng";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektroenergetyka";"Zamknięty - inne";"Wniosek ogólny";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"null";"2018L";3;0;0;70;0;0;0;0;0;0;0;;0;2;"[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka],[dr inż. Łukasz Kolimas,ZAiAE,Elektroenergetyka]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3766;"3.09.2018 12:45";"5.09.2018 11:52";"XwRPTmj5gqtehpWZ6VwEfg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Technika Świetlna i Multimedialna";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"YES";"NO";"NO";"NO";0;6;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;1;"[dr inż. Rafał Krupiński,ZTS,Technika Świetlna i Multimedialna]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4564;"21.09.2018 19:37";"24.09.2018 13:51";"n7boPDoCoKENO36o415A";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"2018L";"2018Z";6;0;0;220;0;0;1;3;1;2;7;"1DA1301,1DA1405,1DA1401,DSJO1301,1DA1504,DSJO1501,DSJO1502";1840;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5869;"2.11.2018 12:59";"5.11.2018 14:37";"caIWyU9gYQpZExEWI6MhJA";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"U30IXCvggk3K9wSqIuKRFw";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"2018Z";"2018Z";7;34;0;176;0;0;1;0;0;0;0;;0;1;"[mgr inż. Maciej Ciuba,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4939;"10.10.2018 14:08";"15.10.2018 14:28";"LPH20SaTtCe5yCguPmvn3A";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Potwierdzenie opłaty";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";1;6;"2018Z";"2018Z";7;0;0;232;0;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3833;"5.09.2018 08:43";"7.09.2018 21:02";"sDUfdtMPsPnhqAJ0UkRew";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Wytwarzanie i Użytkowanie Energii Elektrycznej";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"YES";0;9;"null";"2018L";4;20;5;70;0;0;0;1;0;0;0;;0;3;"[prof. dr hab. inż. Włodzimierz Koczara,ZNE,Wytwarzanie i Użytkowanie Energii Elektrycznej],[prof. dr hab. inż. Włodzimierz Koczara,ZNE,Wytwarzanie i Użytkowanie Energii Elektrycznej],[dr inż. Andrzej Wiśniewski,ZTS,Wytwarzanie i Użytkowanie Energii Elektrycznej]";"20%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3737;"4.09.2018 21:31";"5.09.2018 12:04";"vwamlFiuC4bdSXchTaAw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;7;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;1;"[dr hab. inż. Dariusz Baczyński,ZSIS,Sieci i Systemy Elektroenergetyczne]";"15%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4352;"18.09.2018 14:06";"19.09.2018 08:14";"92e5MIbjWFrVKAWA9u7qWg";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";0;6;"null";"2018L";4;12;31;108;0;0;1;2;0;0;3;"1DE1302,1DE1410,1DE1426";240;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4364;"18.09.2018 18:28";"19.09.2018 11:04";"ZvISEyDLPNHqCDRRNnXbaw";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2018L";6;2;32;178;0;0;0;0;1;0;1;"1DR1520";600;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4372;"18.09.2018 19:41";"24.09.2018 10:27";"w3lFDal8N8gCLQqd4Vxg9Q";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"YES";0;16;"null";"2018L";4;28;23;92;0;1;3;4;0;0;9;"1DE1202,1DE1204,1DE1302,1DE1310,1DE1412,1DE1415,1DE1304,1DE1426,SJOB21";710;0;;;"NIE";"TAK";"NIE";"NIE";"NIE";"NIE";"NIE"
3855;"5.09.2018 14:50";"6.09.2018 13:40";"YLKTkjV60rUswWWR4xHVg";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Elektroenergetyczna i Aparaty";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"YES";"NO";"NO";"NO";0;6;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;2;"[mgr inż. Łukasz Michalski,ZEIG,Automatyka Elektroenergetyczna i Aparaty],[dr inż. Łukasz Kolimas,ZAiAE,Automatyka Elektroenergetyczna i Aparaty]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5862;"2.11.2018 11:07";"5.11.2018 14:39";"lK5VZXDr5VCOpUYEQGt2eg";"D";"I";"PL";"Model 2,I,D,PL,7 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"U30IXCvggk3K9wSqIuKRFw";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"2018Z";"2018Z";7;30;0;180;0;0;0;0;2;0;0;;0;1;"[mgr inż. Maciej Ciuba,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5933;"5.11.2018 10:01";"5.11.2018 14:41";"fB4OGZxXBnSRnc3yOJNl3Q";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"2018Z";"2018Z";1;30;0;0;6;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5162;"19.10.2018 08:33";"5.11.2018 14:39";"ZvvgQyNfwiWFqoWkLoOgAA";"D";"I";"EN";"Model 2,I,D,EN,8 - Electrical Engineering";"Zamknięty - inne";"Wniosek ogólny";"WXJX9CCNKupY4S1OKIcNWg";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;4;"2018Z";"2018Z";7;0;0;223;1;0;0;0;1;1;1;"1DA1800";0;1;"[mgr inż. Łukasz Rokicki,ZSIS,Electrical Engineering]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3829;"4.09.2018 23:32";"5.09.2018 12:06";"R4OpadUujcR6vc0mgpVy4g";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Automatyka Przemysłowa";"Zamknięty - decyzja negatywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;5;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;1;"[dr hab. inż. Piotr Biczel,ZWNiKE,Automatyka Przemysłowa]";"30%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4368;"21.09.2018 14:29";"21.09.2018 19:59";"mqUapzz3FHxeijIXAhIWUA";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - decyzja negatywna";"Wniosek ogólny";"U30IXCvggk3K9wSqIuKRFw";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";0;5;"null";"2018L";3;0;21;94;0;1;3;0;0;0;7;"1DE1202,1DE1302,1DE1305,1DE1413,1DE1415,1DE1410,1DE1426";710;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4541;"21.09.2018 12:26";"21.09.2018 20:01";"Llx6IWAgvKJZnL1rTsnxw";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Elektrotechnika";"Zamknięty - decyzja pozytywna";"Wniosek ogólny";"FUYMkMMRDa35xtOw0V36w";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";0;5;"2018Z";"2018Z";1;0;24;24;3;0;0;0;0;0;0;;0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3820;"4.09.2018 18:04";"5.09.2018 14:47";"o6pHjRNmJdtEL8j8oxvpEg";"D";"M";"PL";"Model 2,M,D,PL,3 - Automatyka.";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;6;"null";"2018L";3;19;3;71;0;0;1;0;0;0;0;;0;2;"[doc. dr inż. Krzysztof Duszczyk,ZNE,Automatyka],[dr inż. Maciej Sławiński,ZS,Automatyka]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3832;"5.09.2018 08:38";"5.09.2018 14:53";"3yspBR769znCyqGp2nBTw";"D";"M";"PL";"Model 2,M,D,PL,3 - Elektronika Przemysłowa";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"UxFYRj8nA8e4KeQCrN2hA";"UxFYRj8nA8e4KeQCrN2hA";"YES";"NO";"NO";"NO";0;6;"null";"2018L";3;18;14;72;0;0;1;0;0;0;0;;0;2;"[dr inż. Piotr Grzejszczak,ZEP,Elektronika Przemysłowa],[dr inż. Piotr Grzejszczak,ZEP,Elektronika Przemysłowa]";"75%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
3830;"5.09.2018 07:16";"5.09.2018 13:01";"AzoGIax21kNhGStRQzhoQ";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Sieci i Systemy Elektroenergetyczne";"Zamknięty - decyzja pozytywna";"Wniosek o przedłużenie terminu złożenia pracy dyplomowej";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"YES";"NO";"NO";"NO";0;6;"null";"2018L";4;20;4;70;0;0;0;1;0;0;0;;0;1;"[dr inż. Łukasz Kolimas,ZAiAE,Sieci i Systemy Elektroenergetyczne]";"70%";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4365;"18.09.2018 18:29";"19.09.2018 10:46";"bWc7JfGDVNlsWXyWzNDCQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Automatyka.";"Zamknięty - decyzja pozytywna";"Podanie o rejestrację";"FUYMkMMRDa35xtOw0V36w";"WXJX9CCNKupY4S1OKIcNWg";"NO";"NO";"NO";"NO";0;6;"null";"2018L";6;2;36;178;0;0;0;0;1;0;1;"1DR1520";600;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
5620;"30.10.2018 10:41";"30.10.2018 10:47";"piBiRz2D9USL7r6Voj0XCA";"Z";"M";"PL";"Model 2,M,Z,PL,4 - Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna";"Zamknięty - inne";"Potwierdzenie opłaty";"qDuYYvY4wP3o1XIJVQ2G6A";"qDuYYvY4wP3o1XIJVQ2G6A";"NO";"NO";"NO";"NO";1;4;"2018Z";"2018Z";3;22;0;44;0;0;6;0;0;0;0;;0;2;"[dr inż. Andrzej Łasica,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna],[dr inż. Andrzej Łasica,ZWNiKE,Technika Wysokich Napięć i Kompatybilność Elektromagnetyczna]";;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
4731;"1.10.2018 13:51";"3.10.2018 08:55";"bdMZhN6svGI0rWhP1dNFBQ";"D";"I";"PL";"Model 2,I,D,PL,7 - Elektrotechnika";"Zamknięty - inne";"Wniosek ogólny";"U30IXCvggk3K9wSqIuKRFw";"U30IXCvggk3K9wSqIuKRFw";"NO";"NO";"NO";"NO";0;4;"2018Z";"2018Z";5;30;0;120;0;0;0;1;15;0;1;"1DE1695";0;0;;;"NIE";"NIE";"NIE";"NIE";"NIE";"NIE";"NIE"
